CustomerKey,Name,Birth Year,Gender,EmailAddress,Region,Education,Income Level,TotalChildren,Revenue,Profit,Orders,CLV,Offline for?
11077,Mrs. Leah Ye,1957,F,leah7@adventure-works.com,Australia,High School,Average,2,$4545.5,$1912.0,2.0,$1593.3527,198
11078,Ms. Gina Martin,1974,F,gina1@adventure-works.com,Canada,High School,Low,0,$991.3,$571.0,16.0,$34.6034,3
11079,Mr. Donald Gonzalez,1959,M,donald20@adventure-works.com,Australia,Graduate,Very High,0,$84.2,$47.8,2.0,$40.9455,119
11080,Mr. Damien Chander,1959,M,damien32@adventure-works.com,Australia,Graduate,Very High,0,$4582.2,$1921.8,2.0,$1601.5105,187
11081,Mrs. Savannah Baker,1966,F,savannah39@adventure-works.com,Southwest,Undergrad,High,2,$116.5,$46.6,2.0,$31.0898,258
11082, Angela Butler,1966,NA,angela17@adventure-works.com,Southwest,Graduate,High,0,$2896.5,$1288.2,2.0,$1171.0469,52
11083,Ms. Alyssa Cox,1966,F,alyssa37@adventure-works.com,Southwest,Graduate,High,0,$2887.4,$1281.1,2.0,$1164.6538,50
11084,Mr. Lucas Phillips,1957,M,lucas7@adventure-works.com,Northwest,High School,Average,2,$2846.3,$1254.8,2.0,$1140.7624,37
11085,Mrs. Emily Johnson,1957,F,emily1@adventure-works.com,Southwest,High School,Average,2,$78.6,$49.8,1.0,,22
11086,Mr. Ryan Brown,1957,M,ryan43@adventure-works.com,Southwest,Undergrad,Average,2,$185.8,$101.3,2.0,$84.399,7
11087,Mrs. Tamara Liang,1957,F,tamara6@adventure-works.com,Southwest,Undergrad,Average,3,$206.6,$129.3,2.0,$110.8342,140
11089,Mrs. Abigail Price,1957,F,abigail25@adventure-works.com,Southwest,Undergrad,Average,2,$2968.7,$1322.5,2.0,$1202.3122,40
11090,Mr. Trevor Bryant,1957,M,trevor18@adventure-works.com,Southwest,Undergrad,Average,2,$6497.7,$2702.1,3.0,$1302.7878,37
11091,Mr. Dalton Perez,1957,M,dalton37@adventure-works.com,Canada,Undergrad,Average,2,$1513.1,$870.2,26.0,$31.6423,7
11092,Mrs. Cheryl Diaz,1967,F,cheryl4@adventure-works.com,Australia,Undergrad,Average,2,$4517.4,$1894.5,2.0,$1578.7251,189
11093,Ms. Aimee He,1967,F,aimee13@adventure-works.com,Australia,Graduate,High,0,$4572.7,$1933.3,2.0,$1611.1188,202
11094,Mr. Cedric Ma,1962,M,cedric15@adventure-works.com,Australia,Undergrad,Average,1,$198.8,$124.5,2.0,$99.569,128
11095,Mr. Chad Kumar,1962,M,chad9@adventure-works.com,Australia,Undergrad,Average,1,$4550.8,$1898.2,2.0,$1581.841,185
11096,Mr. Andrés Anand,1962,M,andrés18@adventure-works.com,Australia,Undergrad,Average,1,$4441.8,$1848.4,2.0,$1540.2995,150
11097,Mr. Edwin Nara,1961,M,edwin39@adventure-works.com,Australia,Undergrad,Average,1,$4488.1,$1879.8,2.0,$1503.8651,156
11098,Mrs. Mallory Rubio,1961,F,mallory7@adventure-works.com,Australia,Undergrad,Average,1,$148.9,$71.8,3.0,$31.9306,73
11099,Mr. Adam Ross,1961,M,adam2@adventure-works.com,Australia,Undergrad,Average,1,$4595.1,$1904.0,2.0,$1523.2074,179
11100,Mrs. Latasha Navarro,1960,F,latasha10@adventure-works.com,Australia,Undergrad,Average,1,$4585.5,$1935.3,2.0,$1612.7428,142
11101,Ms. Abby Sai,1965,F,abby4@adventure-works.com,Australia,Undergrad,Average,0,$4674.1,$1989.8,2.0,$1658.1852,181
11102,Mrs. Julia Nelson,1965,F,julia7@adventure-works.com,Australia,Undergrad,Average,5,$150.8,$94.4,3.0,$39.3415,19
11103,Ms. Cassie Chande,1964,F,cassie13@adventure-works.com,Australia,Undergrad,Average,0,$4599.2,$1926.2,2.0,$1605.138,204
11104,Mr. Edgar Sara,1964,M,edgar11@adventure-works.com,Australia,Undergrad,Average,0,$4537.1,$1889.1,2.0,$1574.2658,195
11105,Ms. Candace Fernandez,1964,F,candace15@adventure-works.com,Australia,Undergrad,Average,0,$4458.1,$1861.0,2.0,$1550.8345,205
11106,Mr. Jessie Liu,1964,M,jessie9@adventure-works.com,Australia,Undergrad,Average,0,$4433.2,$1845.4,2.0,$1537.8503,195
11107,Mrs. Bianca Lin,1959,F,bianca7@adventure-works.com,Australia,Undergrad,Average,1,$4588.7,$1940.2,2.0,$1616.8392,189
11108,Ms. Kari Alvarez,1963,F,kari25@adventure-works.com,Australia,Undergrad,Average,0,$4501.8,$1888.9,2.0,$1574.1223,187
11109,Mr. Ruben Kapoor,1963,M,ruben1@adventure-works.com,Australia,Undergrad,Average,0,$4659.4,$1982.1,2.0,$1651.7456,186
11110,Mr. Curtis Yang,1962,M,curtis5@adventure-works.com,Australia,Undergrad,Average,1,$4456.1,$1859.8,2.0,$1549.8328,129
11111,Mrs. Meredith Gutierrez,1962,F,meredith34@adventure-works.com,Australia,Undergrad,Average,1,$4544.7,$1912.8,2.0,$1593.9838,127
11112,Mrs. Crystal Wang,1962,F,crystal3@adventure-works.com,Australia,Undergrad,Average,1,$4693.4,$2004.7,2.0,$1670.5437,117
11113,Mr. Micheal Blanco,1962,M,micheal11@adventure-works.com,Australia,Undergrad,Average,5,$161.4,$101.6,3.0,$33.8729,250
11114,Mrs. Leslie Moreno,1962,F,leslie7@adventure-works.com,Australia,Undergrad,Average,5,$170.8,$106.9,3.0,$48.1142,2
11115,Mr. Alvin Cai,1962,M,alvin20@adventure-works.com,Australia,Undergrad,Average,5,$70.5,$44.1,2.0,$40.0983,6
11116,Mr. Clinton Carlson,1962,M,clinton14@adventure-works.com,Australia,Undergrad,Average,5,$158.9,$99.5,3.0,$43.5296,73
11117,Mrs. April Deng,1961,F,april1@adventure-works.com,Australia,Undergrad,Average,5,$4571.7,$1926.5,2.0,$1605.4376,185
11118,Mr. Alvin Zeng,1957,M,alvin21@adventure-works.com,Australia,Undergrad,Average,1,$196.7,$123.1,2.0,$98.507,48
11119,Mr. Evan James,1935,M,evan8@adventure-works.com,Australia,Undergrad,Low,2,$126.5,$65.4,2.0,$58.8845,35
11121,Mr. Orlando Suarez,1960,M,orlando19@adventure-works.com,Australia,Undergrad,Average,5,$88.4,$55.3,3.0,$23.0498,54
11122,Mr. Byron Vazquez,1960,M,byron9@adventure-works.com,Australia,Undergrad,Average,5,$85.9,$53.7,3.0,$23.0349,127
11123,Mr. Philip Alvarez,1960,M,philip4@adventure-works.com,Australia,Undergrad,Average,5,$99.7,$62.4,2.0,$53.5015,74
11124,Mr. Ross Jordan,1957,M,ross1@adventure-works.com,Australia,Undergrad,Average,1,$4496.8,$1885.8,2.0,$1571.493,192
11125,Mrs. Dana Navarro,1956,F,dana2@adventure-works.com,Australia,Undergrad,Average,1,$141.9,$87.9,3.0,$36.6339,177
11126,Mr. Shaun Carson,1949,M,shaun16@adventure-works.com,Australia,High School,Low,2,$1625.6,$701.9,2.0,$614.1235,55
11127,Ms. Jan Edwards,1975,F,jan11@adventure-works.com,Southwest,High School,Low,0,$53.0,$33.2,2.0,$28.4166,88
11128,Ms. Samantha Long,1975,F,samantha35@adventure-works.com,Northwest,High School,Low,0,$164.6,$89.9,2.0,$59.9113,137
11129,Ms. Julia Wright,1975,F,julia17@adventure-works.com,Northwest,High School,Low,0,$5627.4,$2350.3,2.0,$2219.694,352
11130,Ms. Caroline Russell,1980,F,caroline21@adventure-works.com,Northwest,High School,Low,0,$37.3,$23.3,1.0,,19
11131,Ms. Amanda Rivera,1980,F,amanda7@adventure-works.com,Canada,High School,Low,0,$211.8,$125.2,4.0,$27.8145,6
11132,Ms. Melissa Richardson,1980,F,melissa31@adventure-works.com,Canada,High School,Low,0,$2190.0,$1031.5,1.0,,262
11134,Mr. Larry Townsend,1946,M,larry14@adventure-works.com,Australia,High School,Low,5,$1511.8,$630.6,2.0,$525.5139,55
11135,Mr. Marcus Harris,1979,M,marcus14@adventure-works.com,Southwest,High School,Low,0,$2101.4,$972.3,1.0,,253
11136,Ms. Brianna Morgan,1978,F,brianna30@adventure-works.com,Canada,High School,Low,0,$2156.6,$1010.6,1.0,,358
11137,Ms. Jasmine Taylor,1978,F,jasmine7@adventure-works.com,Northwest,High School,Low,0,$198.6,$124.3,1.0,,149
11138,Ms. Lauren Davis,1978,F,lauren23@adventure-works.com,Southwest,High School,Low,0,$37.6,$24.1,1.0,,100
11139,Mrs. Tanya Moreno,1938,F,tanya2@adventure-works.com,Australia,Undergrad,Low,2,$115.3,$53.5,2.0,$26.7542,72
11140,Mr. Javier Alvarez,1977,M,javier1@adventure-works.com,Southwest,High School,Low,0,$45.0,$28.2,1.0,,283
11141,Ms. Nicole Ramirez,1977,F,nicole42@adventure-works.com,Southwest,High School,Low,0,$126.6,$79.8,2.0,$63.8372,91
11142,Mr. Eduardo Patterson,1977,M,eduardo55@adventure-works.com,Canada,High School,Low,0,$1117.3,$661.4,15.0,$42.9482,12
11143,Mr. Jonathan Henderson,1977,M,jonathan4@adventure-works.com,Southwest,High School,Low,0,$67.1,$42.0,2.0,$36.0088,9
11144,Mr. Edward Hernandez,1979,M,edward48@adventure-works.com,Northwest,High School,Low,0,$2152.2,$994.1,1.0,,336
11145,Ms. Jasmine Coleman,1979,F,jasmine46@adventure-works.com,Northwest,High School,Low,0,$2079.1,$962.0,1.0,,336
11146,Mrs. Karla Goel,1939,F,karla20@adventure-works.com,Australia,Undergrad,Low,2,$171.2,$80.8,3.0,$35.3643,104
11147,Mr. Ernest Wu,1939,M,ernest6@adventure-works.com,Australia,Graduate,Average,2,$4615.2,$1954.4,2.0,$1675.2033,73
11148,Mr. Ross Vazquez,1941,M,ross32@adventure-works.com,Australia,Undergrad,Low,2,$183.5,$93.5,3.0,$42.0708,25
11149,Mr. Theodore Gill,1941,M,theodore14@adventure-works.com,Australia,Undergrad,Low,2,$101.8,$58.8,3.0,$25.1999,29
11150,Mr. Russell Shen,1941,M,russell6@adventure-works.com,Australia,Undergrad,Low,2,$256.9,$133.3,3.0,$53.3068,165
11151,Mrs. Melinda Gill,1942,F,melinda9@adventure-works.com,Australia,Graduate,Average,2,$4499.0,$1881.7,2.0,$1612.8723,69
11152,Mr. James Williams,1976,M,james77@adventure-works.com,Northwest,High School,Low,0,$2049.1,$943.3,1.0,,352
11153,Ms. Angela James,1976,F,angela34@adventure-works.com,Northwest,High School,Low,0,$126.0,$78.9,2.0,,273
11154,Ms. Megan Walker,1976,F,megan25@adventure-works.com,Northwest,Undergrad,Low,0,$2071.4,$953.6,1.0,,351
11155,Mr. Hunter Robinson,1976,M,hunter50@adventure-works.com,Southwest,Undergrad,Low,0,$2071.4,$953.6,1.0,,355
11156,Ms. Maria Roberts,1976,F,maria47@adventure-works.com,Southwest,Undergrad,Low,0,$2144.1,$1002.7,1.0,,353
11157,Ms. Hannah Long,1975,F,hannah32@adventure-works.com,Northwest,High School,Low,0,$47.6,$29.8,2.0,$19.8482,108
11158,Mr. Jason Wright,1975,M,jason46@adventure-works.com,Southwest,High School,Low,0,$2169.4,$993.5,1.0,,342
11159,Ms. Brianna Hughes,1975,F,brianna57@adventure-works.com,Southwest,High School,Low,0,$60.4,$37.8,2.0,$25.2151,51
11160,Mr. Maurice Tang,1974,M,maurice4@adventure-works.com,Southwest,Undergrad,Low,0,$2073.7,$955.0,1.0,,309
11161,Ms. Emily Wood,1974,F,emily27@adventure-works.com,Southwest,Undergrad,Low,0,$116.6,$73.5,2.0,$61.2701,47
11162,Mr. Chase Cox,1974,M,chase10@adventure-works.com,Southwest,Undergrad,Low,0,$2082.7,$964.9,1.0,,312
11163,Mr. Gabriel Wang,1974,M,gabriel21@adventure-works.com,Southwest,Undergrad,Low,0,$62.5,$39.1,2.0,$29.3576,144
11164,Mr. Devin Brooks,1974,M,devin63@adventure-works.com,Southwest,Undergrad,Low,0,$156.0,$97.7,2.0,$78.1396,144
11165,Ms. Jocelyn Alexander,1973,F,jocelyn18@adventure-works.com,Southwest,Undergrad,Average,0,$106.5,$66.7,2.0,$33.3282,205
11166,Ms. Ashley Martinez,1972,F,ashley18@adventure-works.com,Northwest,Undergrad,Average,0,$95.6,$60.4,2.0,$40.2646,22
11167,Ms. Jasmine Barnes,1972,F,jasmine43@adventure-works.com,Northwest,Undergrad,Average,0,$2880.4,$1258.5,2.0,$1144.11,30
11168,Mr. David Rodriguez,1968,M,david83@adventure-works.com,Southwest,Undergrad,Average,0,$2942.9,$1319.5,2.0,$1199.5876,42
11169,Mr. Bryce Richardson,1968,M,bryce8@adventure-works.com,Southwest,Undergrad,Average,4,$91.2,$57.6,2.0,$46.1089,95
11170,Mrs. Carol Howard,1968,F,carol5@adventure-works.com,Northwest,Undergrad,Average,4,$83.5,$52.3,1.0,,123
11171,Mr. Jonathan Hill,1967,M,jonathan43@adventure-works.com,Southwest,Undergrad,High,1,$6534.6,$2734.4,3.0,$1318.3609,51
11172,Mrs. Gabrielle Adams,1967,F,gabrielle58@adventure-works.com,Northwest,Undergrad,High,1,$45.6,$29.1,1.0,,238
11173,Ms. Sarah Thomas,1967,F,sarah13@adventure-works.com,Northwest,Graduate,High,0,$106.5,$66.7,2.0,$59.9908,4
11174,Mr. Nicholas Robinson,1967,M,nicholas19@adventure-works.com,Southwest,Graduate,High,0,$62.1,$38.9,2.0,,155
11175,Mr. Luis Wang,1963,M,luis24@adventure-works.com,Southwest,Undergrad,Average,0,$6536.9,$2732.1,3.0,$1317.2787,55
11176,Mr. Mason Roberts,1968,M,mason25@adventure-works.com,Canada,Undergrad,Average,4,$1526.0,$889.0,24.0,$34.7869,37
11177,Mr. Jose Flores,1942,M,jose6@adventure-works.com,Southwest,Graduate,High,2,$142.5,$67.8,2.0,$59.3632,75
11178,Mr. Nathan Johnson,1943,M,nathan55@adventure-works.com,Southwest,Graduate,High,2,$153.0,$96.3,2.0,$72.2423,215
11179,Mrs. Molly Rodriguez,1943,F,molly18@adventure-works.com,Southwest,Graduate,High,2,$93.9,$58.8,1.0,,290
11180,Mrs. April Anand,1943,F,april18@adventure-works.com,Southwest,Undergrad,Very High,1,$168.7,$104.3,2.0,$89.4358,94
11181,Mr. Devin Martin,1943,M,devin13@adventure-works.com,Southwest,Graduate,Very High,2,$49.3,$30.8,2.0,$20.5577,169
11182,Mrs. Stephanie Torres,1944,F,stephanie19@adventure-works.com,Northwest,Undergrad,Average,4,$49.6,$31.0,1.0,,121
11183,Mrs. Jasmine Lee,1944,F,jasmine19@adventure-works.com,Southwest,Undergrad,Average,4,$57.5,$36.0,2.0,$18.0099,197
11184,Mrs. Meghan Hernandez,1944,F,meghan3@adventure-works.com,Southwest,Undergrad,Average,4,$99.2,$62.1,2.0,$41.4035,80
11185,Mrs. Ashley Henderson,1944,F,ashley31@adventure-works.com,Canada,Undergrad,Average,4,$1716.8,$995.5,25.0,$37.7086,15
11186,Mrs. Sarah Price,1944,F,sarah25@adventure-works.com,Southwest,Undergrad,Average,4,$8.0,$5.0,1.0,,71
11187,Mrs. Jennifer Cooper,1944,F,jennifer63@adventure-works.com,Northwest,Graduate,Average,4,$111.5,$69.8,2.0,$55.8241,143
11188,Mrs. Catherine Morris,1944,F,catherine16@adventure-works.com,Southwest,Graduate,Average,4,$80.0,$50.1,1.0,,57
11190,Mr. Carson Bryant,1944,M,carson17@adventure-works.com,Southwest,Undergrad,Average,5,$8.6,$5.4,1.0,,121
11191,Mrs. Kristi Perez,1945,F,kristi39@adventure-works.com,Southwest,Undergrad,Average,5,$6508.3,$2687.9,3.0,$1295.9506,52
11192,Mr. James Brown,1945,M,james79@adventure-works.com,Northwest,Undergrad,Average,4,$121.2,$77.0,2.0,$57.7587,94
11193,Mr. Ian Gray,1945,M,ian72@adventure-works.com,Northwest,Undergrad,Average,4,$47.6,$29.8,2.0,$25.5193,131
11194,Mrs. Jacqueline Price,1945,F,jacqueline0@adventure-works.com,Southwest,Undergrad,Average,4,$137.3,$84.2,2.0,$75.743,20
11195,Mrs. Megan Henderson,1946,F,megan55@adventure-works.com,Northwest,Undergrad,Average,5,$138.3,$85.3,2.0,$73.1186,67
11196,Mr. Alfredo Romero,1946,M,alfredo10@adventure-works.com,Northwest,Undergrad,Average,5,$169.6,$106.1,2.0,$90.9811,95
11197,Mrs. Andrea Morris,1946,F,andrea18@adventure-works.com,Northwest,Undergrad,Average,3,$216.1,$135.3,2.0,$90.198,160
11198,Mrs. Brooke Sanders,1946,F,brooke3@adventure-works.com,Southwest,Undergrad,Average,4,$123.7,$76.2,2.0,,317
11199,Mrs. Jacqueline Bennett,1946,F,jacqueline1@adventure-works.com,Southwest,Undergrad,Average,4,$165.0,$103.3,2.0,$90.3786,72
11200,Mr. Jason Griffin,1947,M,jason18@adventure-works.com,Canada,Undergrad,Average,4,$1613.9,$917.4,25.0,$34.7507,10
11201,Mrs. Amanda Foster,1947,F,amanda37@adventure-works.com,Southwest,Undergrad,Average,4,$203.6,$114.3,2.0,$76.1916,110
11202,Mrs. Alexia Price,1947,F,alexia0@adventure-works.com,Southwest,Undergrad,Average,5,$72.6,$46.0,2.0,,98
11203,Mr. Luis Diaz,1948,M,luis21@adventure-works.com,Canada,High School,Low,2,$1002.1,$550.0,17.0,$31.2472,17
